gs://imposing-timer-236204-vcm/cropped/1164104-Inner+Beauty-vipme-dress-vipme-bracelet.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blind Date,,,,,,,,,,,,,,,,,,,,,,Chic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,
gs://imposing-timer-236204-vcm/cropped/1102069-Keep+her+wild-floral-gypsan-dress.jpg,,,Dinner Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bohemian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,
gs://imposing-timer-236204-vcm/cropped/1113840-Black+maxi+dress-black-delacy-dress.jpg,Everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bohemian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,
gs://imposing-timer-236204-vcm/cropped/1138091-Cos+I%E2%80%99m+Loving+It-white-shirt-dress-cos-shirt-black-leather-cos-boots-navy-cos-dress.jpg,,Casual Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Androgynous,,,,,,,,,,,,,,,,Fall,
gs://imposing-timer-236204-vcm/cropped/1110854-Rock+and+Roll+Queen-black-leather-self-designed-dress-gold-chain-chanel-belt.jpg,,,,,,,,,,,,,Clubbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocker,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,
gs://imposing-timer-236204-vcm/cropped/1114958-1905-light-yellow-aleksandar-zabunovic-dress-light-yellow-black-zara-sandals.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50s,,,,,,,,,,,,,,,,,Spring,,
gs://imposing-timer-236204-vcm/cropped/1068472-New+haircut-vest-shoes-dress-louis-vuitton-bag-miu-miu-sunglasses.jpg,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,
gs://imposing-timer-236204-vcm/cropped/941570-swonderful-navy-trench-unknown-brand-coat-red-fantosh-dress-white-brogues-zenden-heels.jpg,,,,,,,,,,,,,,,,,,,,,Movie night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retro,,,,,,,,,,,,,,,,,,,,,,Fall,
gs://imposing-timer-236204-vcm/cropped/1163120-Little+White+Dress-white-off-shoulder-forever-21-dress-brown-straw-forever-21-hat.jpg,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,
gs://imposing-timer-236204-vcm/cropped/1077281-Black+with+a+Splash+of+Color-amiclubwear-dress-amiclubwear-heels-zara-earrings.jpg,Everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fall,
gs://imposing-timer-236204-vcm/cropped/1119488-Poshmark+San+Francisco+LIVE+PoshParty-black-leather-zara-boots-nude-lace-tobi-dress-black-vintage-coach-bag.jpg,,,,,,Cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,
gs://imposing-timer-236204-vcm/cropped/1075932-Red+wine-ruby-red-leather-younghungryfree-dress-black-kate-katy-boots.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Fair,,,,,,,,,,,Bohemian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fall,
gs://imposing-timer-236204-vcm/cropped/1163487-Tropical+Dress+OOTD-sky-blue-london-times-dress-brown-heeled-shoedazzle-sandals.jpg,Everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,
gs://imposing-timer-236204-vcm/cropped/982749-A+Song+of+Ice+and+Fire-green-dr-martens-boots-black-sense-dress-navy-atmosphere-cardigan.jpg,Everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter
gs://imposing-timer-236204-vcm/cropped/989918-Street+Cat-crimson-suede-h-m-boots-black-topshop-dress-crimson-promod-tights.jpg,,,,,,,,,,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,
gs://imposing-timer-236204-vcm/cropped/1029367-Flippy+in+Floral-red-topshop-dress.jpg,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graduation,,,,,,,,,,,,,,,,,,,,,,,,50s,,,,,,,,,,,,,,,,Summer,Spring,,
gs://imposing-timer-236204-vcm/cropped/986314-DAY+2+OF+COPENHAGEN+FASHION+WEEK-waterproof-moon-boot-boots-embroidered-daniele-carlotta-dress.jpg,,,,,,,,,,,,,,,Fashion Show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elegant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter
gs://imposing-timer-236204-vcm/cropped/1029260-LWD-white-bodycon-bcbg-max-azria-dress.jpg,Everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,
